"Year","Jurisdiction","Category","Type","Classification","Stream","Management","Fate","Tonnes","Sub-stream"
"2009-2010","Tas","Organics","Garden organics","Type","C&I","Landfill","Disposal",7480,"03 C&I core"
"2009-2010","Tas","Organics","Garden organics","Type","C&I","Landfill","Energy recovery",651,"03 C&I core"
"2009-2010","Tas","Organics","Garden organics","Type","MSW","Landfill","Disposal",24134,"01 MSW"
"2009-2010","Tas","Organics","Garden organics","Type","MSW","Landfill","Energy recovery",2099,"01 MSW"
"2009-2010","Tas","Organics","Garden organics","Type","Total","Landfill","Disposal",32122,"08 Total"
"2009-2010","Tas","Organics","Garden organics","Type","Total","Landfill","Energy recovery",2794,"08 Total"
"2009-2010","Tas","Organics","Other organics","Type","MSW","Landfill","Disposal",5667,"01 MSW"
"2009-2010","Tas","Organics","Other organics","Type","MSW","Landfill","Energy recovery",692,"01 MSW"
"2009-2010","Tas","Organics","Other organics","Type","Total","Landfill","Disposal",5667,"08 Total"
"2009-2010","Tas","Organics","Other organics","Type","Total","Landfill","Energy recovery",692,"08 Total"
"2009-2010","Tas","Organics","Timber","Type","C&D","Landfill","Disposal",1491,"02 C&D"
"2009-2010","Tas","Organics","Timber","Type","C&D","Landfill","Energy recovery",165,"02 C&D"
"2009-2010","Tas","Organics","Timber","Type","C&I","Landfill","Disposal",22882,"03 C&I core"
"2009-2010","Tas","Organics","Timber","Type","C&I","Landfill","Energy recovery",2527,"03 C&I core"
"2009-2010","Tas","Organics","Timber","Type","MSW","Landfill","Disposal",1432,"01 MSW"
"2009-2010","Tas","Organics","Timber","Type","MSW","Landfill","Energy recovery",158,"01 MSW"
"2009-2010","Tas","Organics","Timber","Type","Total","Landfill","Disposal",25804,"08 Total"
"2009-2010","Tas","Organics","Timber","Type","Total","Landfill","Energy recovery",2850,"08 Total"
"2009-2010","Tas","Paper & cardboard","Cardboard","Type","C&I","Recycling","Recycling",19270,"03 C&I core"
"2009-2010","Tas","Paper & cardboard","Cardboard","Type","Total","Recycling","Recycling",19270,"08 Total"
"2009-2010","Tas","Paper & cardboard","Liquid paperboard","Type","C&I","Recycling","Recycling",7397,"03 C&I core"
"2009-2010","Tas","Paper & cardboard","Liquid paperboard","Type","Total","Recycling","Recycling",7397,"08 Total"
"2009-2010","Tas","Paper & cardboard","Newsprint & magazines","Type","C&I","Recycling","Recycling",2963,"03 C&I core"
"2009-2010","Tas","Paper & cardboard","Newsprint & magazines","Type","Total","Recycling","Recycling",2963,"08 Total"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","C&I","Recycling","Recycling",84,"03 C&I core"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","Total","Recycling","Recycling",84,"08 Total"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Textiles","Type","C&I","Recycling","Recycling",227,"03 C&I core"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Textiles","Type","Total","Recycling","Recycling",227,"08 Total"
"2009-2010","Vic","Ash","Ash","Type","C&I","Other disposal","Long-term storage",1318277,"04 C&I (electricity generation)"
"2009-2010","Vic","Ash","Ash","Type","Total","Other disposal","Long-term storage",1318277,"08 Total"
"2009-2010","Vic","Biosolids","Biosolids","Type","C&I","Other disposal","Disposal",259649,"03 C&I core"
"2009-2010","Vic","Biosolids","Biosolids","Type","C&I","Recycling","Recycling",139811,"03 C&I core"
"2009-2010","Vic","Biosolids","Biosolids","Type","Total","Other disposal","Disposal",259649,"08 Total"
"2009-2010","Vic","Biosolids","Biosolids","Type","Total","Recycling","Recycling",139811,"08 Total"
"2009-2010","Vic","Glass","Glass","Type","C&D","Landfill","Disposal",1034,"02 C&D"
"2009-2010","Vic","Glass","Glass","Type","C&D","Recycling","Recycling",16118,"02 C&D"
"2009-2010","Vic","Glass","Glass","Type","C&I","Landfill","Disposal",32488,"03 C&I core"
"2009-2010","Vic","Glass","Glass","Type","C&I","Recycling","Recycling",31252,"03 C&I core"
"2009-2010","Vic","Glass","Glass","Type","MSW","Landfill","Disposal",75769,"01 MSW"
"2009-2010","Vic","Glass","Glass","Type","MSW","Recycling","Recycling",108747,"01 MSW"
"2009-2010","Vic","Glass","Glass","Type","Total","Landfill","Disposal",109291,"08 Total"
"2009-2010","Vic","Glass","Glass","Type","Total","Recycling","Recycling",156117,"08 Total"
"2009-2010","Vic","Hazardous","Acids","Type","C&I","Other disposal","Disposal",7,"03 C&I core"
"2009-2010","Vic","Hazardous","Acids","Type","C&I","Recycling","Recycling",210,"03 C&I core"
"2009-2010","Vic","Hazardous","Acids","Type","C&I","Treatment","Unknown",31584,"03 C&I core"
"2009-2010","Vic","Hazardous","Acids","Type","Total","Other disposal","Disposal",7,"08 Total"
"2009-2010","Vic","Hazardous","Acids","Type","Total","Recycling","Recycling",210,"08 Total"
"2009-2010","Vic","Hazardous","Acids","Type","Total","Treatment","Unknown",31584,"08 Total"
"2009-2010","Vic","Hazardous","Alkalis","Type","C&I","Other disposal","Disposal",1,"03 C&I core"
"2009-2010","Vic","Hazardous","Alkalis","Type","C&I","Recycling","Recycling",231,"03 C&I core"
"2009-2010","Vic","Hazardous","Alkalis","Type","C&I","Treatment","Unknown",9654,"03 C&I core"
"2009-2010","Vic","Hazardous","Alkalis","Type","Total","Other disposal","Disposal",1,"08 Total"
"2009-2010","Vic","Hazardous","Alkalis","Type","Total","Recycling","Recycling",231,"08 Total"
"2009-2010","Vic","Hazardous","Alkalis","Type","Total","Treatment","Unknown",9654,"08 Total"
"2009-2010","Vic","Hazardous","Asbestos","Type","C&D","Landfill","Disposal",27252,"02 C&D"
"2009-2010","Vic","Hazardous","Asbestos","Type","C&D","Recycling","Recycling",11,"02 C&D"
"2009-2010","Vic","Hazardous","Asbestos","Type","C&D","Treatment","Unknown",30,"02 C&D"
"2009-2010","Vic","Hazardous","Asbestos","Type","C&I","Landfill","Disposal",23215,"03 C&I core"
"2009-2010","Vic","Hazardous","Asbestos","Type","C&I","Recycling","Recycling",9,"03 C&I core"
"2009-2010","Vic","Hazardous","Asbestos","Type","C&I","Treatment","Unknown",26,"03 C&I core"
"2009-2010","Vic","Hazardous","Asbestos","Type","Total","Landfill","Disposal",50466,"08 Total"
"2009-2010","Vic","Hazardous","Asbestos","Type","Total","Recycling","Recycling",21,"08 Total"
"2009-2010","Vic","Hazardous","Asbestos","Type","Total","Treatment","Unknown",56,"08 Total"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","C&I","Landfill","Disposal",8,"03 C&I core"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","C&I","Other disposal","Disposal",5001,"03 C&I core"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","C&I","Recycling","Recycling",142,"03 C&I core"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","C&I","Treatment","Unknown",8209,"03 C&I core"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","Total","Landfill","Disposal",8,"08 Total"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","Total","Other disposal","Disposal",5001,"08 Total"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","Total","Recycling","Recycling",142,"08 Total"
"2009-2010","Vic","Hazardous","Clinical & pharmaceutical","Type","Total","Treatment","Unknown",8209,"08 Total"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&D","Landfill","Disposal",167826,"02 C&D"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&D","Other disposal","Disposal",1,"02 C&D"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&D","Recycling","Recycling",14172,"02 C&D"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&D","Treatment","Unknown",20820,"02 C&D"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&I","Landfill","Disposal",65266,"03 C&I core"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&I","Recycling","Recycling",5511,"03 C&I core"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","C&I","Treatment","Unknown",8097,"03 C&I core"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","Total","Landfill","Disposal",233091,"08 Total"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","Total","Other disposal","Disposal",1,"08 Total"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","Total","Recycling","Recycling",19684,"08 Total"
"2009-2010","Vic","Hazardous","Contaminated soils","Type","Total","Treatment","Unknown",28916,"08 Total"
"2009-2010","Vic","Hazardous","Food-derived hazardous wastes","Type","C&I","Recycling","Recycling",133654,"03 C&I core"
"2009-2010","Vic","Hazardous","Food-derived hazardous wastes","Type","C&I","Treatment","Unknown",24595,"03 C&I core"
"2009-2010","Vic","Hazardous","Food-derived hazardous wastes","Type","Total","Recycling","Recycling",133654,"08 Total"
"2009-2010","Vic","Hazardous","Food-derived hazardous wastes","Type","Total","Treatment","Unknown",24595,"08 Total"
"2009-2010","Vic","Hazardous","Inorganic chemicals","Type","C&I","Landfill","Disposal",6797,"03 C&I core"
"2009-2010","Vic","Hazardous","Inorganic chemicals","Type","C&I","Recycling","Recycling",59998,"03 C&I core"
"2009-2010","Vic","Hazardous","Inorganic chemicals","Type","C&I","Treatment","Unknown",3365,"03 C&I core"
"2009-2010","Vic","Hazardous","Inorganic chemicals","Type","Total","Landfill","Disposal",6797,"08 Total"
"2009-2010","Vic","Hazardous","Inorganic chemicals","Type","Total","Recycling","Recycling",59998,"08 Total"
"2009-2010","Vic","Hazardous","Inorganic chemicals","Type","Total","Treatment","Unknown",3365,"08 Total"
"2009-2010","Vic","Hazardous","Oils","Type","C&I","Landfill","Disposal",121,"03 C&I core"
"2009-2010","Vic","Hazardous","Oils","Type","C&I","Other disposal","Disposal",88,"03 C&I core"
"2009-2010","Vic","Hazardous","Oils","Type","C&I","Recycling","Recycling",134347,"03 C&I core"
"2009-2010","Vic","Hazardous","Oils","Type","C&I","Treatment","Unknown",6340,"03 C&I core"
"2009-2010","Vic","Hazardous","Oils","Type","Total","Landfill","Disposal",121,"08 Total"
"2009-2010","Vic","Hazardous","Oils","Type","Total","Other disposal","Disposal",88,"08 Total"
"2009-2010","Vic","Hazardous","Oils","Type","Total","Recycling","Recycling",134347,"08 Total"
"2009-2010","Vic","Hazardous","Oils","Type","Total","Treatment","Unknown",6340,"08 Total"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","C&I","Landfill","Disposal",42,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","C&I","Other disposal","Disposal",2,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","C&I","Recycling","Recycling",361,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","C&I","Treatment","Unknown",1931,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","Total","Landfill","Disposal",42,"08 Total"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","Total","Other disposal","Disposal",2,"08 Total"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","Total","Recycling","Recycling",361,"08 Total"
"2009-2010","Vic","Hazardous","Organic chemicals","Type","Total","Treatment","Unknown",1931,"08 Total"
"2009-2010","Vic","Hazardous","Organic solvents","Type","C&I","Other disposal","Disposal",3,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic solvents","Type","C&I","Recycling","Recycling",10089,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic solvents","Type","C&I","Treatment","Unknown",944,"03 C&I core"
"2009-2010","Vic","Hazardous","Organic solvents","Type","Total","Other disposal","Disposal",3,"08 Total"
"2009-2010","Vic","Hazardous","Organic solvents","Type","Total","Recycling","Recycling",10089,"08 Total"
"2009-2010","Vic","Hazardous","Organic solvents","Type","Total","Treatment","Unknown",944,"08 Total"
"2009-2010","Vic","Hazardous","Other","Type","C&I","Landfill","Disposal",4880,"03 C&I core"
"2009-2010","Vic","Hazardous","Other","Type","C&I","Other disposal","Disposal",64,"03 C&I core"
"2009-2010","Vic","Hazardous","Other","Type","C&I","Recycling","Recycling",1546,"03 C&I core"
"2009-2010","Vic","Hazardous","Other","Type","C&I","Treatment","Unknown",707,"03 C&I core"
"2009-2010","Vic","Hazardous","Other","Type","Total","Landfill","Disposal",4880,"08 Total"
"2009-2010","Vic","Hazardous","Other","Type","Total","Other disposal","Disposal",64,"08 Total"
"2009-2010","Vic","Hazardous","Other","Type","Total","Recycling","Recycling",1546,"08 Total"
"2009-2010","Vic","Hazardous","Other","Type","Total","Treatment","Unknown",707,"08 Total"
"2009-2010","Vic","Hazardous","Other hazardous organic wastes","Type","C&I","Landfill","Disposal",10,"03 C&I core"
"2009-2010","Vic","Hazardous","Other hazardous organic wastes","Type","C&I","Recycling","Recycling",3682,"03 C&I core"
"2009-2010","Vic","Hazardous","Other hazardous organic wastes","Type","Total","Landfill","Disposal",10,"08 Total"
"2009-2010","Vic","Hazardous","Other hazardous organic wastes","Type","Total","Recycling","Recycling",3682,"08 Total"
"2009-2010","Vic","Hazardous","Other miscellaneous","Type","C&I","Other disposal","Disposal",97,"03 C&I core"
"2009-2010","Vic","Hazardous","Other miscellaneous","Type","C&I","Recycling","Recycling",1340,"03 C&I core"
"2009-2010","Vic","Hazardous","Other miscellaneous","Type","C&I","Treatment","Unknown",1126,"03 C&I core"
"2009-2010","Vic","Hazardous","Other miscellaneous","Type","Total","Other disposal","Disposal",97,"08 Total"
"2009-2010","Vic","Hazardous","Other miscellaneous","Type","Total","Recycling","Recycling",1340,"08 Total"
"2009-2010","Vic","Hazardous","Other miscellaneous","Type","Total","Treatment","Unknown",1126,"08 Total"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","C&I","Landfill","Disposal",54533,"03 C&I core"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","C&I","Other disposal","Disposal",14,"03 C&I core"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","C&I","Recycling","Recycling",2937,"03 C&I core"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","C&I","Treatment","Unknown",7052,"03 C&I core"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","Total","Landfill","Disposal",54533,"08 Total"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","Total","Other disposal","Disposal",14,"08 Total"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","Total","Recycling","Recycling",2937,"08 Total"
"2009-2010","Vic","Hazardous","Other soil/sludges","Type","Total","Treatment","Unknown",7052,"08 Total"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Landfill","Disposal",7,"03 C&I core"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Other disposal","Disposal",59,"03 C&I core"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Recycling","Recycling",22991,"03 C&I core"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Treatment","Unknown",3597,"03 C&I core"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Landfill","Disposal",7,"08 Total"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Other disposal","Disposal",59,"08 Total"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Recycling","Recycling",22991,"08 Total"
"2009-2010","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Treatment","Unknown",3597,"08 Total"
"2009-2010","Vic","Hazardous","Pesticides","Type","C&I","Landfill","Disposal",36,"03 C&I core"
"2009-2010","Vic","Hazardous","Pesticides","Type","C&I","Recycling","Recycling",737,"03 C&I core"
"2009-2010","Vic","Hazardous","Pesticides","Type","C&I","Treatment","Unknown",19,"03 C&I core"
"2009-2010","Vic","Hazardous","Pesticides","Type","Total","Landfill","Disposal",36,"08 Total"
"2009-2010","Vic","Hazardous","Pesticides","Type","Total","Recycling","Recycling",737,"08 Total"
"2009-2010","Vic","Hazardous","Pesticides","Type","Total","Treatment","Unknown",19,"08 Total"
"2009-2010","Vic","Hazardous","Plating & heat treatment","Type","C&I","Landfill","Disposal",2,"03 C&I core"
"2009-2010","Vic","Hazardous","Plating & heat treatment","Type","C&I","Treatment","Unknown",4,"03 C&I core"
"2009-2010","Vic","Hazardous","Plating & heat treatment","Type","Total","Landfill","Disposal",2,"08 Total"
"2009-2010","Vic","Hazardous","Plating & heat treatment","Type","Total","Treatment","Unknown",4,"08 Total"
"2009-2010","Vic","Hazardous","Reactive chemicals","Type","C&I","Recycling","Recycling",3,"03 C&I core"
"2009-2010","Vic","Hazardous","Reactive chemicals","Type","C&I","Treatment","Unknown",167,"03 C&I core"
"2009-2010","Vic","Hazardous","Reactive chemicals","Type","Total","Recycling","Recycling",3,"08 Total"
"2009-2010","Vic","Hazardous","Reactive chemicals","Type","Total","Treatment","Unknown",167,"08 Total"
"2009-2010","Vic","Hazardous","Tyres","Type","C&I","Energy from waste facility","Energy recovery",28656,"03 C&I core"
